id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
39187299,Uninterrupted ocean views at Shelly Gardens Escape,141265023,Jacqui,,Sutherland Shire,-34.06412,151.15511,Entire home/apt,148,3,76,2022-06-03,2.18,1,0,22,PID-STRA-21979
38626528,Sydney Harbour | Barangaroo | Rocks | Opera House,295012519,Dennis,,Sydney,-33.85879,151.20284,Entire home/apt,201,90,28,2020-03-08,0.77,1,0,0,
38626572,(3) Great room in a shared house close to the city,84572696,Anna,,Sydney,-33.89093,151.19526,Private room,75,90,1,2019-10-22,0.03,3,89,0,
38626793,(4) Great room in shared house close to the city!,84572696,Anna,,Sydney,-33.89127,151.19408,Private room,70,90,1,2020-01-01,0.03,3,89,0,
38936927,"Two Palms Coogee, Ocean view, Garden, Beach, Pools",39303112,Anna-Marie,,Randwick,-33.92757,151.25781,Entire home/apt,251,21,31,2022-06-13,0.89,1,0,10,PID-STRA-228-2
38629693,Bexley nsw Clean quite with style,262383677,Tim,,Rockdale,-33.95239,151.10839,Private room,19,111,6,2020-08-22,0.17,9,365,0,
38630755,BEAUTIFUL SUNNY APARTMENT IN PRIME LOCATION,53115125,Cris & Kev,,Manly,-33.80497,151.28667,Entire home/apt,250,90,1,2019-12-27,0.03,1,0,0,
39200054,Ruby’s Loft,300800348,Carly,,Manly,-33.78898,151.2841,Entire home/apt,250,90,8,2020-03-20,0.24,1,0,0,
38938916,7 mins to Concord Hospital Room ensuite courtyard,298243542,Maria,,Canada Bay,-33.84153,151.10521,Private room,70,2,55,2022-08-07,1.58,1,58,28,PID-STRA-11915
39203577,Entire designer beachside Bondi apartment,86780130,Nikki,,Waverley,-33.88755,151.27351,Entire home/apt,350,90,0,,,1,0,0,
38632347,The Comfortable Studio,97470733,Sunny,,Canterbury,-33.92957,151.10705,Entire home/apt,151,1,204,2022-09-03,5.64,6,122,77,PID-STRA-25521
38940714,Discount Price For 1 Month Stay In Central Station,50798708,Monica,,Sydney,-33.88935,151.20572,Entire home/apt,71,90,2,2020-07-15,0.06,10,0,0,
38945737,"A Quite ,Clean and Tidy Private suite in Penrith",235655451,Anna,,Penrith,-33.75951,150.71025,Entire home/apt,90,1,151,2022-09-04,4.28,4,290,48,PID-STRA-7251
38633604,Home near lake in the city,139751257,Ikhwirita,,Canada Bay,-33.87107,151.1355,Private room,45,90,0,,,4,362,0,
38634275,Clean and Spacious 2 Bedrooms in Mascot,47137865,Sherif,,Botany Bay,-33.92055,151.1862,Private room,235,90,9,2021-02-22,0.25,1,0,0,
39204595,1 bed apartment in Manly,297997173,Tessa,,Manly,-33.79468,151.28422,Entire home/apt,260,90,0,,,1,0,0,
38946781,Spacious Private Bedroom  with Water Views!,295909663,Yang,,Canada Bay,-33.8325,151.08688,Private room,69,90,0,,,1,0,0,
39206375,Fully furnished master room with bathroom $350/w,300857062,Steven,,Sutherland Shire,-34.03358,151.07424,Private room,330,90,0,,,1,180,0,PID-STRA-38806
38635071,"★Stylish & Comfy★ 2mins to Beach, ♛Queen Bed",214969949,Lotus Stay,,Manly,-33.78832,151.28669,Entire home/apt,268,1,38,2022-09-01,1.07,14,91,10,PID-STRA-19684
38947093,"Beachside apartment; modern, spacious and quiet.",298294296,Susan,,Warringah,-33.73039,151.29822,Entire home/apt,250,90,5,2020-02-01,0.15,1,159,0,
38646650,"Getawayz NSW - The Red Room, The Orwell. 1 Bedroom Apartment in the Heart of Kings Cross",272130295,James,,Sydney,-33.87103,151.22467,Entire home/apt,131,1,74,2022-08-30,2.05,20,154,16,PID-STRA-29365
39207492,Stunning modern space in ideal location,28321821,Hayley,,Waverley,-33.89062,151.24642,Entire home/apt,250,90,1,2019-11-04,0.03,1,178,0,
38962879,Amazing Summer Family Escape,22378036,Sara,,Manly,-33.79178,151.27707,Entire home/apt,1400,90,1,2020-01-03,0.03,1,358,0,
39209185,Great location! Entire apartment.,300876237,Carolina,,Warringah,-33.7859,151.26586,Entire home/apt,90,90,1,2019-12-01,0.03,1,0,0,
39211783,Newly Renovated Home in Idyllic Fairlight Location,91178687,Rich,,Manly,-33.79947,151.27395,Entire home/apt,1250,90,1,2019-12-24,0.03,1,0,0,
38647706,Adina Apartment Hotel Sydney Airport,295261066,Adina Apartment Hotel,,Botany Bay,-33.92445,151.18815,Hotel room,199,1,1,2022-06-24,0.38,1,357,1,Exempt
38964154,Bondi beachfront 2 level penthouse,74860540,Adam,,Waverley,-33.89031,151.27666,Entire home/apt,2925,90,0,,,1,0,0,
38649521,2bed3bath Darlinghurst Vintage Home near Hyde Park,262881675,Kevin,,Sydney,-33.87687,151.21751,Entire home/apt,260,1,19,2022-08-24,0.53,3,55,7,PID-STRA-37761
39212378,★Converted Warehouse Industrial Chic Darlinghurst★,50725147,Mark,,Sydney,-33.87392,151.21478,Entire home/apt,203,1,76,2022-08-14,2.19,3,342,14,PID-STRA-13140
38964425,3 beds in Turrella,115636093,Leon,,Rockdale,-33.93042,151.14421,Private room,200,90,2,2019-12-04,0.06,1,0,0,
38968854,Seaside cosy and functional apartment,30207754,Gregoire Et Justine,,Randwick,-33.96488,151.25065,Entire home/apt,110,90,1,2020-02-11,0.03,1,0,0,
39213435,Private master bedroom with bathroom,300902139,Tamira,,Botany Bay,-33.9225,151.19067,Private room,60,90,6,2019-12-04,0.17,1,0,0,
38649950,Spacious entertaining terrace in the heart of iconic Paddington,807961,Justin,,Sydney,-33.88819,151.2282,Entire home/apt,240,90,2,2020-01-01,0.06,1,0,0,
38650011,Stay as a Local  Lavender Single bed,80824129,Chialin,,Bankstown,-33.90137,151.03471,Private room,55,90,10,2021-02-19,0.28,1,89,0,
38982195,Esperanza Gardens: A Stylish Victorian Studio,270132187,Ween,,Ashfield,-33.88632,151.12504,Entire home/apt,98,2,69,2022-09-04,1.98,39,349,18,PID-STRA-21130
38650616,Tropical northern beaches house with pool,26525293,Samantha,,Warringah,-33.78678,151.24533,Entire home/apt,250,90,4,2020-01-25,0.12,1,0,0,
39214348,Cosy terrace house in Surry Hills,89171073,Matthieu,,Sydney,-33.88555,151.21082,Private room,90,90,6,2020-01-01,0.17,1,0,0,
38982299,Ground Floor with Surfboard - 300m to Bondi Beach,167072223,First Hand,,Waverley,-33.88923,151.28099,Entire home/apt,175,90,25,2021-06-13,0.70,61,0,0,
38982460,Sunny one bedroom in the heart of Bondi Beach,9761712,Kirsten,,Waverley,-33.88506,151.27717,Entire home/apt,120,90,2,2020-01-01,0.06,1,0,0,
38653733,"CHIC 2BR @KENT STREET, SYDNEY.",156409670,Tia,,Sydney,-33.86395,151.20505,Entire home/apt,375,90,0,,,22,364,0,
38983653,New 2 Bedroom Apartment for 7 people,180378109,Frances And Mena,,Penrith,-33.75929,150.7071,Entire home/apt,166,1,63,2022-06-06,1.78,3,246,19,PID-STRA-2760
38657478,Nice sunlight room,293888106,Wanghaooooo,,Canterbury,-33.91863,151.12198,Private room,55,90,0,,,1,181,0,
39214353,Bright & Spacious Eastern Suburbs Family Retreat,45078516,Maddison,,Woollahra,-33.882805,151.255157,Entire home/apt,1200,7,1,2020-01-01,0.03,1,302,0,PID-STRA-33228
39215649,"Nice place, Fast to city &DFO, Close to everything",300915743,Ivyy,,Strathfield,-33.8667,151.08754,Private room,55,90,0,,,1,0,0,
38984506,"Stylish Beach pad w sea views, 2min from the beach",19405082,Marie,,Waverley,-33.89017,151.28411,Entire home/apt,200,90,2,2020-03-01,0.06,1,0,0,
38985546,Light And Airy Panorama Flat,35468158,Oscar,,Randwick,-33.91998,151.24852,Entire home/apt,285,90,1,2020-01-03,0.03,1,0,0,
39220183,Beautiful Renovated Home With Water Views and Yard,279001183,MadeComfy,,Leichhardt,-33.85352,151.17788,Entire home/apt,381,3,38,2022-08-30,1.12,181,293,13,PID-STRA-22069
38660221,Stylishly comfortable 2 bed townhouse in Newtown.,54091052,Ben,,Marrickville,-33.90478,151.17383,Entire home/apt,135,3,18,2022-01-23,0.50,1,8,7,PID-STRA-18530
38986239,Huge living space in a great area.,106361748,Zaven,,Warringah,-33.75508,151.1951,Private room,300,90,0,,,1,0,0,
39221909,"❤️Werrington - FREE Netflix, Youtube & NBN❤️",144086970,Jessie,,Penrith,-33.75913,150.75962,Entire home/apt,105,28,44,2022-04-26,1.25,2,160,2,PID-STRA-19965
39228702,Lakeside View,19214648,Melissa,,Warringah,-33.72259,151.29398,Entire home/apt,300,14,7,2022-01-22,0.21,1,0,4,PID-STRA-16413
38987367,Big bedroom with private bathroom in Oasis Unit,28844631,Aurelie,,Rockdale,-33.9343,151.15018,Private room,85,90,21,2020-03-19,0.59,2,41,0,
39229004,Tennis Court Lodge,40766314,John,,Sutherland Shire,-34.00217,151.078,Entire home/apt,85,2,23,2021-11-14,0.73,1,0,2,PID-STRA-2817
38673112,Sunny & spacious apartment - 2mn Narrabeen beach,50130189,Aurélie,,Warringah,-33.71796,151.29684,Entire home/apt,160,90,4,2021-04-04,0.11,1,0,0,
38676248,Spacious inner west flat with roof top garden,217041,Marianne,,Marrickville,-33.9103,151.15811,Entire home/apt,125,2,34,2021-01-20,0.94,5,0,0,PID-STRA-3949-1
38994267,"Cityview!2bedroom Apartment,near Train Station",10825216,Sherly,,Parramatta,-33.83529,150.99538,Entire home/apt,120,90,8,2019-12-07,0.22,2,0,0,
39003507,Bondi Beach Entertainer Designer home,41780638,Piers,,Waverley,-33.88107,151.27175,Entire home/apt,850,90,0,,,1,0,0,
39005018,Studio Room for rent  The Ponds all bills included,2691117,Venki,,Blacktown,-33.69885,150.90189,Private room,46,1,2,2022-06-08,0.39,1,98,2,PID-STRA-18500
38676539,Upper Nth Shore Sydney 15min walk to Pymble train,191498747,Nicholas,,Ku-Ring-Gai,-33.73753,151.13835,Private room,125,90,4,2020-02-29,0.11,1,180,0,
39229023,有我们你不用担心,187755171,Chung Kam,,Bankstown,-33.90964,151.0383,Private room,48,90,2,2020-01-05,0.06,2,181,0,
39229267,Furnished Studio within mins walk to Parra Stn,37752842,Rohith,,Parramatta,-33.81463,151.01008,Entire home/apt,180,90,1,2019-10-19,0.03,1,0,0,
39005454,Stylish Paddington Terrace on City Fringe,298896223,Kim,,Woollahra,-33.88001,151.22408,Entire home/apt,399,90,1,2019-10-12,0.03,1,0,0,
38678959,Manly Beach View Apartment Centrally Located,13499319,Tracey,,Manly,-33.79631,151.28648,Entire home/apt,169,2,69,2022-09-05,1.96,1,115,44,PID-STRA-8020
39006421,⛱️SLICK MODERN 1 BDR- SECURE PARK-AC-♥️OF BONDI🙏,12658677,Kim,,Waverley,-33.88823,151.27409,Entire home/apt,128,2,162,2022-05-29,4.54,4,76,37,PID-STRA-3412-7
38680038,Bright&Contemporary Designed 1BR wt Free Parking,137278159,Likehome,,Ryde,-33.81798,151.10014,Entire home/apt,175,2,21,2022-08-22,0.58,16,60,3,PID-STRA-36760
39230844,Grand Room with king bed,298206262,Medusa Hotel,,Sydney,-33.87659,151.22142,Private room,299,1,4,2022-07-10,0.18,10,338,2,Exempt
39230861,Deluxe Room with queen bed,298206262,Medusa Hotel,,Sydney,-33.87871,151.22096,Private room,199,1,65,2022-09-03,2.76,10,312,46,Exempt
39230874,Premium Deluxe Room with queen bed,298206262,Medusa Hotel,,Sydney,-33.87659,151.22111,Private room,229,1,2,2022-08-28,0.71,10,290,2,Exempt
39231045,"Coogee 2 bed, close to the Beach",224872337,Luke,,Randwick,-33.91774,151.25237,Entire home/apt,330,5,3,2019-12-31,0.09,1,0,0,PID-STRA-33160
39231363,"FANTASTIC LOCATION designer studio, laundry & AC",215158027,Peter & Stephanie,,Sydney,-33.87611,151.21364,Entire home/apt,155,21,55,2022-06-17,1.88,10,0,14,PID-STRA-24493
39008053,Clean room with with comfortable Queen Size Bed.,99682274,Perry,,Botany Bay,-33.92315,151.18612,Private room,90,90,6,2020-01-23,0.17,2,365,0,
39232932,You more than welcomes to have any questions,159136561,Parsa,,Parramatta,-33.80446,150.97729,Private room,150,90,0,,,1,365,0,
39009636,n,279042102,Elly,,Warringah,-33.77561,151.28652,Private room,56,90,1,2019-10-14,0.03,1,0,0,
39235835,Furnished Unit in Serene & Convenient Beecroft,301173239,Janaki,,Hornsby,-33.74266,151.06754,Entire home/apt,64,90,23,2021-03-18,0.67,1,128,0,
39238132,Large room in Bondi Beach,122291627,James,,Waverley,-33.88755,151.27005,Private room,50,90,0,,,3,0,0,
38683788,Living the Dream,95812687,Debbie,,Pittwater,-33.61637,151.32725,Entire home/apt,1000,2,22,2022-03-27,0.64,1,202,5,PID-STRA-4664
38684615,Rozelle's Charm,180583953,Andrea,,Leichhardt,-33.8601,151.16931,Private room,70,90,0,,,1,0,0,
38684957,１Bed Room Apartment in Camperdown (日本語説明有）,71221459,Yurie,,Sydney,-33.88422,151.17695,Entire home/apt,95,90,2,2019-12-31,0.06,1,0,0,
39009638,Newly Renovated Bondi Beach Apt. (4 mins to beach),5627440,Michaela,,Waverley,-33.89495,151.26903,Entire home/apt,325,90,1,2020-01-04,0.03,1,0,0,
39238900,"A Quite ,Clean and Tidy Private suite in Penrith",98379266,Katrina,,Penrith,-33.7651,150.69976,Entire home/apt,80,90,14,2020-02-22,0.40,2,0,0,
39009640,Classic Palm Beach home with ocean views,12096150,Karina,,Pittwater,-33.60481,151.32952,Entire home/apt,1000,7,1,2022-01-04,0.12,2,13,1,PID-STRA-1580
39240787,Boutique Surry Hills 2BR in outstanding location,301204079,Jen,,Sydney,-33.88792,151.20809,Entire home/apt,249,90,22,2020-03-20,0.63,1,0,0,
38686555,Funky Chic Beach Pad - Moments from the beach,21913371,Chris,,Waverley,-33.8876,151.27921,Entire home/apt,549,4,11,2022-04-17,0.31,1,334,2,PID-STRA-17856
39009765,"Great view, close to beach & public transport",45484583,Jean-Pierre,,Warringah,-33.72449,151.29785,Entire home/apt,260,90,0,,,1,0,0,
38687134,Bright & Spacious 2 BR Unit - Price Negotiable,21302072,Gary,,Ryde,-33.80169,151.11602,Entire home/apt,70,90,1,2020-01-01,0.03,1,0,0,
38688108,Modern and spacey Newtown apartment with parking,73259986,Ilya,,Marrickville,-33.90394,151.17844,Entire home/apt,123,90,4,2019-10-20,0.11,1,0,0,
39010594,BEACHSIDE BEAUTY IN MANLY- APT 13,41215678,Julia,,Manly,-33.7895,151.28756,Entire home/apt,785,3,2,2022-08-15,0.27,44,307,2,Exempt
38702631,"Central Place in Sydney, Convenient and Quiet",20291954,Steven,,Sydney,-33.88433,151.20211,Private room,85,90,2,2020-02-25,0.06,1,78,0,
39251159,Sunny Apartment in Quiet and Green Neighbourhood,279001183,MadeComfy,,Lane Cove,-33.8183,151.1699,Entire home/apt,199,3,37,2022-07-13,1.05,181,290,14,PID-STRA-21024
39014566,EXTREMELY EXQUISITE,41215678,Julia,,Woollahra,-33.85151,151.27348,Entire home/apt,3130,90,0,,,44,174,0,
39253034,Modern Manly Beach Home with Parking - sleeps7,38359618,Montana,,Manly,-33.80259,151.29258,Entire home/apt,600,90,1,2019-12-29,0.03,1,0,0,
38705811,Private room available in Burwood close to CBD,31768055,Ken,,Canada Bay,-33.86625,151.10789,Private room,45,90,2,2019-10-12,0.06,1,89,0,
39019699,loft style apartment in the heart of Surry Hills,276681910,Sophia,,Sydney,-33.88615,151.20796,Entire home/apt,120,90,8,2020-03-16,0.23,1,0,0,
39031999,"PERFECT XMAS/NYE entire apt, views of fireworks",9252122,Priya,,Waverley,-33.89099,151.25323,Entire home/apt,400,90,0,,,1,181,0,
38706799,Churchpoint  – Private Spacious Deep Waterfront,274949728,Lisa,,Pittwater,-33.65659,151.27594,Entire home/apt,800,2,26,2022-08-14,1.32,1,66,11,PID-STRA-4456
38707996,Room Available close to bondi beach,49126097,Felicity,,Waverley,-33.89419,151.27035,Private room,110,90,0,,,2,181,0,
38711383,Home away from home!,148896587,Nipun,,Blacktown,-33.70938,150.91771,Private room,100,90,0,,,1,83,0,
39254779,WM Bankstown - Deluxe Queen Room,301172930,WM Hotel,,Bankstown,-33.90295,151.00112,Private room,151,1,100,2022-08-26,3.15,3,359,56,Exempt
39255028,The Chamberlain-a house with elegance and location,129960217,Katherine,,Hurstville,-33.94948,151.07021,Entire home/apt,427,3,21,2022-08-20,0.90,1,343,16,PID-STRA-2659
39034558,CONTEMPORARY CHIC CLOVELLY HOME hosted : L'Abode🏖,7409213,L'Abode Accommodation Specialist,,Randwick,-33.91029,151.26382,Entire home/apt,1175,7,1,2019-12-31,0.03,147,0,0,PID-STRA-26932
39255054,WM Bankstown - Deluxe Double Queen Room,301172930,WM Hotel,,Bankstown,-33.90267,151.00026,Private room,191,1,24,2022-07-19,0.69,3,354,15,Exempt
39035067,"A nice Place, Everyone Welcome",299156128,Faisal,,Canterbury,-33.91555,151.08051,Entire home/apt,50,90,0,,,1,0,0,
39255086,WM Bankstown - Standard Twin Room,301172930,WM Hotel,,Bankstown,-33.90093,150.99996,Private room,171,1,24,2022-08-20,0.73,3,355,20,Exempt
38711987,"2 bedrooms 3 beds, 5mins to station, 12mins to CBD",295253478,Krissy,,Rockdale,-33.93114,151.1528,Entire home/apt,110,90,9,2020-03-08,0.27,1,81,0,
39037489,Large house with a garden  and beach close by.,299177420,Lorraine,,Randwick,-33.96728,151.24573,Private room,300,90,1,2019-10-08,0.03,1,365,0,
38713055,Family haven near Bondi Beach and Sydney harbour,1483739,Charlotte,,Waverley,-33.87757,151.27653,Entire home/apt,450,7,0,,,1,138,0,PID-STRA-36047
39255341,Quiet Inner City Apartment,207412338,Stuart,,Sydney,-33.88989,151.23166,Entire home/apt,82,90,2,2019-12-08,0.06,1,0,0,
39037709,Comfy Private Room in Central Location,169425110,Adele,,Hurstville,-33.96446,151.07984,Private room,39,90,12,2019-12-15,0.34,1,0,0,
38716100,The Studio,63720957,银茜,,Ryde,-33.82073,151.09897,Private room,58,90,1,2020-03-06,0.03,1,0,0,
39040305,Spacious Manly apartment on the wharf front,198086117,Adam,,Manly,-33.79853,151.28153,Entire home/apt,150,90,2,2021-03-06,0.06,2,0,0,
39260164,☀️ PENTHOUSE HUGE SUNNY TERRACE AIR-CON ❤ BONDI,30450332,Thiago,,Waverley,-33.88781,151.27144,Entire home/apt,259,2,87,2022-08-02,2.53,2,283,36,PID-STRA-37999
39042358,Convenient Location with Large Pool,299217839,Marvian,,Rockdale,-33.93941,151.1161,Private room,130,90,0,,,3,365,0,
39261976,Stunning 2BR wt Free Parking Near Shopping Center,137278159,Likehome,,Parramatta,-33.81698,151.01094,Entire home/apt,193,2,24,2022-09-04,0.68,16,74,13,PID-STRA-35029
39264340,SUPER LOCATION-modern Designer Studio-Balcony & AC,215158027,Peter & Stephanie,,Sydney,-33.87618,151.2127,Entire home/apt,137,21,100,2022-09-01,3.08,10,1,29,PID-STRA-18910
38727485,Flat17,264581288,Jakeline,,Sydney,-33.87278,151.19476,Shared room,45,90,1,2020-01-01,0.03,2,287,0,
38729253,Feel the comfort of your own room,296148679,Shagun,,Blacktown,-33.69849,150.81462,Private room,60,90,1,2019-10-01,0.03,1,83,0,
39042931,Beautiful City Hide Away,29852648,Christian,,Marrickville,-33.91355,151.17911,Private room,60,90,6,2020-01-24,0.17,1,0,0,
38738123,Mosleem Apartment,96289390,Bing’s,,Bankstown,-33.92341,151.0576,Entire home/apt,293,90,0,,,1,88,0,
39277761,3 Bedroom Moment From Manly Beach,70278189,Yanett,,Manly,-33.79049,151.28481,Entire home/apt,369,90,7,2020-01-03,0.20,1,261,0,
39043054,Lokasi Nyaman dengan Kolam Renang Besar,299217839,Marvian,,Rockdale,-33.9394,151.11478,Private room,130,90,1,2019-10-02,0.03,3,365,0,
39278392,"Clean, quiet and very homely house.",105467765,Yuly,,Burwood,-33.87763,151.10765,Private room,44,90,4,2019-10-27,0.11,1,0,0,
39049051,Modern apartment+office w Parking @ Olympic Park,93576775,Bobby,,Auburn,-33.84828,151.07326,Entire home/apt,143,1,105,2022-08-28,2.94,3,41,28,Exempt
39279296,Stylish Potts Point with Stunning Harbour Views,185783910,Annie,,Sydney,-33.8744,151.22361,Entire home/apt,171,22,52,2022-07-09,1.50,36,315,14,PID-STRA-10238
39281732,Bondi Beach as your back yard!,91954815,Caragh,,Waverley,-33.89342,151.2726,Entire home/apt,339,7,1,2020-01-05,0.03,1,0,0,PID-STRA-12874
39283601,Relaxing and cosy Townhouse+Parking+WIFI,301603090,Sharon,,Randwick,-33.93263,151.23578,Entire home/apt,214,90,8,2020-11-21,0.23,1,180,0,
38738947,Manly Beach Wharf Apartment,49054084,Vanessa,,Manly,-33.79932,151.28476,Entire home/apt,350,90,3,2020-02-22,0.09,1,98,0,
39053468,Modern spacious bedroom with private bathroom,227572670,Ye (William),,Hurstville,-33.96491,151.09486,Private room,50,90,12,2020-03-03,0.36,1,0,0,
39058903,Ideal quiet location - Trains at door,11716275,Geanne,,North Sydney,-33.83658,151.19669,Private room,76,1,50,2022-09-04,1.42,1,265,21,PID-STRA-20935
38740249,Brand new kitchen brand new bathroom room. Enjoy!,207438560,Sam,,Sydney,-33.8745,151.18356,Entire home/apt,75,1,58,2022-08-29,1.61,5,223,37,PID-STRA-11383
38740253,Bellevue Hill Garden Apartment,19416385,Aaron,,Woollahra,-33.88239,151.25882,Entire home/apt,200,90,0,,,1,0,0,
39284643,Bright open spacious apartment in a great location,92234334,Darren,,Randwick,-33.91104,151.23675,Entire home/apt,150,90,1,2019-12-12,0.03,1,88,0,
39286917,Arthur House,135496912,Shikha,,The Hills Shire,-33.76558,150.99171,Entire home/apt,205,90,19,2020-08-02,0.54,1,0,0,
39288361,Private room in a apartment,163213480,Luong,,Rockdale,-33.93283,151.14922,Private room,120,90,0,,,2,89,0,
39288942,Double room close to shops/restaurants/transport.,159933426,David,,Randwick,-33.92059,151.22871,Private room,50,90,0,,,17,89,0,
39289706,Fantastic studio Sydney CBD,183702883,Victoria,,Sydney,-33.87572,151.20777,Entire home/apt,500,90,19,2020-03-07,0.55,5,0,0,
39290245,"1 Bedroom apartment with garden, close to CBD",27482967,Cécile,,Canada Bay,-33.84904,151.15518,Entire home/apt,89,90,1,2019-12-31,0.03,1,0,0,
39302519,Cozy secluded house in the heart of Bondi Beach,29296761,Mike,,Waverley,-33.89009,151.27249,Private room,40,90,3,2021-01-07,0.09,1,0,0,
39065433,悉尼北岸高档别墅花园大床房,299392958,悉尼之家,,Ku-Ring-Gai,-33.75256,151.15673,Private room,66,90,2,2020-01-23,0.06,1,0,0,
38741925,Modern studio - Beach getaway - Bondi Beach,19038943,Elizabeth,,Waverley,-33.8897,151.27443,Entire home/apt,118,1,101,2022-08-17,2.83,1,82,51,PID-STRA-12715
39065502,⚡ HOT DEAL ⚡ Private sunlit studio in Paddington,256169265,Melody,,Woollahra,-33.88449,151.22453,Entire home/apt,97,90,12,2021-04-03,0.34,1,0,0,
39067811,Newtown studio,299431338,Richie,,Marrickville,-33.89276,151.17756,Entire home/apt,90,90,1,2019-11-02,0.03,1,0,0,
39303084,Comfy 2 Bedroom Apt with Sky Infinity Pool &Dining,301753450,AirPillows,,Auburn,-33.82685,151.07792,Entire home/apt,240,2,59,2022-08-30,1.68,58,80,21,Exempt
39069104,"Nice, clean budget room",247573793,David,,Burwood,-33.88203,151.11643,Private room,50,90,1,2019-10-26,0.03,1,0,0,
39304688,BUS TICKET TO YOUR INNER ZEN,11347803,Monannlisa,,Marrickville,-33.89849,151.16699,Entire home/apt,125,90,7,2020-03-15,0.22,1,364,0,
38756685,Modern Free Standing Fully Furnished Studio Bondi,128358528,Michelle,,Waverley,-33.89069,151.25793,Entire home/apt,109,5,15,2022-08-08,0.41,1,193,9,PID-STRA-1787
39091340,"Charming, convenient inner city apartment",27011771,Lindsay,,Sydney,-33.8776,151.22631,Entire home/apt,300,90,1,2019-11-03,0.03,1,293,0,
38760797,Private room in Concord West,202112801,Vivian,,Canada Bay,-33.83629,151.08963,Private room,62,1,18,2022-08-21,0.51,6,363,6,PID-STRA-21723
38766673,Newly renovated family home with ocean views,151642194,Angus,,Warringah,-33.75927,151.28863,Entire home/apt,350,90,2,2020-01-05,0.06,1,0,0,
39306806,A Designer Apartment with Classic Heritage Details,270132187,Ween,,Ashfield,-33.88535,151.12316,Entire home/apt,102,2,80,2022-07-21,2.27,39,152,20,PID-STRA-21115
39092274,Modern One Bedroom Apartment- close to beach,103573786,Ross,,Randwick,-33.95029,151.24278,Entire home/apt,95,90,1,2019-10-08,0.03,1,0,0,
39092401,Longreef Beach Studio,3287648,Chris And Tegan,,Warringah,-33.74055,151.30264,Entire home/apt,176,90,0,,,1,0,0,
39095528,'Darling Lily' - Your Townhouse Hideaway,101139031,Gabriel HH,,Sydney,-33.8778,151.21747,Entire home/apt,366,2,4,2022-08-29,4,39,6,4,PID-STRA-35366
39100415,Stay at Your Home,299689813,Jason,,Ryde,-33.81886,151.08978,Entire home/apt,95,14,15,2021-02-08,0.43,2,111,0,PID-STRA-38852
39307470,Elegant Federation Apartment - Manly Wharf,301789178,Andrew And Catherine,,Manly,-33.79769,151.28035,Entire home/apt,180,2,78,2022-09-04,2.23,1,30,37,PID-STRA-11246-3
39308715,A new apartment close to CBD,301799072,Tuyet,,Rockdale,-33.93171,151.14738,Private room,90,90,0,,,1,89,0,
39308934,A convenient 3 Bedroom entire house at Carlingford,66317737,Saiful,,Parramatta,-33.78361,151.04744,Entire home/apt,110,90,4,2020-01-26,0.12,1,0,0,
38782007,Whale Beach Tree House Ocean & Pittwater Views,66970711,Lynne,,Pittwater,-33.61769,151.32988,Entire home/apt,2000,3,52,2022-02-05,1.54,2,214,2,PID-STRA-4345
38782938,Large top floor apartment overlooking Darlinghurst,18577025,Andy,,Sydney,-33.87591,151.21802,Entire home/apt,175,90,5,2020-03-05,0.14,1,0,0,
39101321,Charming Californian Bungalow,137406206,Noreen,,City Of Kogarah,-33.97199,151.12619,Entire home/apt,679,2,2,2022-04-11,0.07,1,0,1,PID-STRA-25281
38784153,GORGEOUS SELF CONTAINED HOME,42349365,Alexandro,,Waverley,-33.89656,151.26271,Entire home/apt,158,2,60,2022-08-25,1.78,1,130,32,PID-STRA-35333
39317852,BRIGHT 2 bedroom 4 mins walk to Bondi Beach,112015784,Sarah,,Waverley,-33.89312,151.27206,Entire home/apt,600,90,4,2020-01-06,0.12,1,0,0,
39114980,Heritage-listed inner-city Victorian-era terrace,299938628,Jeremy,,Sydney,-33.87656,151.21568,Private room,69,90,23,2020-04-01,0.65,1,0,0,
39116119,''Horizon'' at Whale Beach,207225765,Belle Property Avalon,,Pittwater,-33.60938,151.32781,Entire home/apt,1250,3,3,2022-04-18,0.28,14,268,3,PID-STRA-9397
39319984,"Westmead Hospital 1500m away , Close to Parramatta",301902622,Nick,,Parramatta,-33.80584,150.97287,Entire home/apt,103,5,48,2022-09-05,1.38,1,100,30,PID-STRA-12244
39320418,GERARD LANE TERRACE,301905567,Liam,,Ryde,-33.82923,151.12735,Entire home/apt,170,190,1,2019-11-09,0.03,1,179,0,
39320713,"Relaxing island cottage, near waterfront access.",301909308,Harriet,,Pittwater,-33.64178,151.29173,Entire home/apt,291,90,2,2020-01-04,0.06,1,0,0,
38791025,Chatswood One Bedroom H2,170110669,Ken,,Willoughby,-33.79731,151.17789,Entire home/apt,107,5,4,2022-07-13,0.13,8,14,2,PID-STRA-34490
39121772,2-bedroom terrace in the heart of Newtown!,139761911,Ruben,,Marrickville,-33.89927,151.17626,Entire home/apt,300,90,3,2020-01-11,0.09,1,0,0,
38800445,Luxurious  Penthouse amongst the Treetops,249455928,Christian,,Pittwater,-33.64961,151.31899,Entire home/apt,450,3,7,2022-01-08,0.21,1,0,2,PID-STRA-9250-1
